imdbID,Title,Year,Type,Actors,Director,Plot,Poster,Ratings
tt11405040,The Darkest Corner,2016-,tvSeries,"Dylan Fruh, Tyler Flowers, Peter Cordasco",,"After two series of non-related comedy-horror anthology episodes, the third series follows a ""real"" cop as he discovers The Darkest Corner YouTube channel, and he realises that he is in the videos. His deep investigation begins to...",https://m.media-amazon.com/images/M/MV5BODgzOGJhYzQtMDRjZC00YzZiLWI2ZDEtMTUzMGY5NTk4YmJhXkEyXkFqcGdeQXVyNjcyNzc4ODk@._V1_SX300.jpg,
tt12987422,Troom Troom,2018-2019,tvSeries,,,"Easy DIY ""how to"" video tutorials.",,
tt1276052,My Family's Got GUTS,2008-,tvSeries,"Michael St. Germain, Ben Lyons, Roberto Rosaly",,"Families of four compete in a variety of sports and athletic challenges in a revival series of ""Global GUTS.""",https://m.media-amazon.com/images/M/MV5BYzI2NWRmNDEtYjMwNi00MzBmLTljMDUtNmFkOTM2OTFhMmNmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjM2NDIwMzQ@._V1_SX300.jpg,
tt11657904,Bogan's Guide to Wine,2013-,tvSeries,"Jason Sampson, Anthony Pearce, Greg Smargiassi",,"Humorous wine review show featuring Jason ""Sampy"" Sampson and a team of co-hosts. Reviews feature the look (of the bottle), the color, the nose, the taste and the verdict.",https://m.media-amazon.com/images/M/MV5BZTIwODU0MzAtYjVkNC00NjQwLWE4MzgtZWUwZTlkMTNjMGQ1XkEyXkFqcGdeQXVyMTEyMjQ2Mjgw._V1_SX300.jpg,
tt11405370,Nekopara,2020-,tvSeries,"Luci Christian, Bryn Apprill, Kristen McGuire",,"What's NEKOPARA? Why, it's a cat paradise. Kashou Minazuki, the son of a long line of Japanese confection makers moved out to open his own shop ""La Soleil"" as a patisserie.",https://m.media-amazon.com/images/M/MV5BMjk3MzFlNzYtNDNkMC00OTc5LWEwMmYtMGZmYWRiZjcyOTI2XkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_SX300.jpg,7.7/10
tt13640516,House Arrest,2020-,tvSeries,"Tristan Tales, Olga Safari",,"HOUSE ARREST is a short form series that dares to imagine what happens when the fun, chaotic world of social media gets infused with dinosaurs, zombies, and other ""killer"" vlog content.",https://m.media-amazon.com/images/M/MV5BM2JiMGEyMjYtOGI5Zi00ZTRhLWE1NWItZDJkMWQ4ODZiM2FiXkEyXkFqcGdeQXVyODQ5Njk1ODI@._V1_SX300.jpg,
tt11658082,3 Caminos,2021,tvSeries,"Álex González, Verónica Echegui, Anna Schimrigk",,"2000, 2006 and 2021. Three trips, three stages of five lives. Jana, Luca, Roberto, Yoon Soo and Raquel are in their mid-20s / early 30s on their first two ""Caminos"", and past 40 on their third. So much will happen until then: Jana...",https://m.media-amazon.com/images/M/MV5BYmIyNWU5YjUtNzY2NS00MzM5LTllY2YtYjBjZDkxY2Q1NjUxXkEyXkFqcGdeQXVyOTEwNTkyNjE@._V1_SX300.jpg,
tt1385149,Emissary,2009-,tvSeries,"Brian Thompson, Yuri Lowenthal, Phil Morris",,"""Emissary"" is the story of an anthropologist Campbell Essex discovering his destiny as the latest in a line of ""Emissaries"" or peak humans. Pursued by enemies who seek his power, Campbell struggles to overcome his own limitations bef",,7.1/10
tt11306366,Ruthless,2020-2023,tvSeries,"Melissa L Williams, Baadja-Lyne Odums, Matt Cedeño",,"This spinoff of ""The Oval"" follows Ruth Truesdale as she is forced to play nice with a scandalous, religious cult of powerful, sex-crazed fanatics in the hope of freeing herself and her daughter.",https://m.media-amazon.com/images/M/MV5BNDA2Mjg0M2QtZWEyMi00ZWQ4LTk0NjMtNzRlNmMwOGRiZjI0XkEyXkFqcGdeQXVyMTU4MjkxODc@._V1_SX300.jpg,
tt12988260,Luzarii de pe Electrolizei,2011-,tvSeries,Ciprian Catunescu,,"The losers from Electrolizei street is a series of short film episodes that represent the embodiment in the form of animation of the series of audio episodes ""Unguru' Bulan"", which highlights the negative parts of Romania. They la...",https://m.media-amazon.com/images/M/MV5BZTJkNDMzMDktOTU0Zi00MjM1LTg3ODQtNWNjNTU3NjM0ZTJkXkEyXkFqcGdeQXVyMzg3NDY5Mzk@._V1_SX300.jpg,7.0/10
tt1405819,Bully Beatdown,2009-,tvSeries,"Jason Mayhem Miller, Hans Olsen, John McCarthy",,"Bullies are matched in the ring with MMA-trained fighters for cash prizes; kids that they beat up get to watch the carnage with a live audience; hosted by charismatic professional fighter, Jason ""Mayhem"" Miller.",https://m.media-amazon.com/images/M/MV5BNjIwNjkxMTUyMl5BMl5BanBnXkFtZTgwODc4MzcwMzE@._V1_SX300.jpg,7.2/10
tt12988278,Blueberry's Clubhouse,2020-,tvSeries,"Rivka Kuperman, Piper Wallace, Verda Davenport, Jerit Crownover",,"""Blueberry's Clubhouse,"" an Arkansas PBS original series produced in partnership with the Arkansas Arts Center, will air Fridays, Aug. 20-Sept. 11, at 10 a.m.",https://m.media-amazon.com/images/M/MV5BZDk3MmQ1NGYtM2QwNi00NzMyLWExYzctMDQ3NTA4OWRhYTJkXkEyXkFqcGdeQXVyMjU2ODY3MDY@._V1_SX300.jpg,8.2/10
tt13951938,Estamos em Casa,2021-,tvSeries,"Cláudia Vieira, Inês Pires Tavares, Ricardo Pereira",,,https://m.media-amazon.com/images/M/MV5BYzEwMTkwYzctMGIzNy00NjNjLWJjNDMtYTgxMTllYmQwNjQ1XkEyXkFqcGdeQXVyMjI4ODQ3MDU@._V1_SX300.jpg,71%
tt11659508,Make It Happen,2020-,tvSeries,"Saira Awan, Edward MW Bates, Daniel Johnson",,"""Make It Happen"" is about the struggles of up-and-coming Actor, Connor McMillin (Daniel Johnson), and his group of actor friends, James Wilcox (Edward Bates), and Terry Jackson (Ovis Mangum). Their journey is the story of hustle, dis",https://m.media-amazon.com/images/M/MV5BNWNkOGE3MzctNTE3Mi00NWVlLWE3YzgtNWU0NGI1MWU2ZTcxXkEyXkFqcGdeQXVyODY0MzMwODc@._V1_SX300.jpg,
tt12988366,Dorothy the Dinosaur,2007-2017,tvSeries,"Emily McGlinn, Mario Martinez-Diaz, John Rowe",,"Spin-off series to the award-winning ""Wiggles"", this series focuses on the adventures of Dorothy the Dinosaur and all her colourful friends.",https://m.media-amazon.com/images/M/MV5BMTMyM2EzYzYtNjMxYS00MjI1LWE0ZGItYWNmMzg0MjUzMmY3XkEyXkFqcGdeQXVyMjMyOTkyMDY@._V1_SX300.jpg,
tt11307038,Midsummer Is Full of Love,2020-,tvSeries,"Chaoyue Yang, Timmy Xu, Shi Shi",,"A rookie musician, Luo Tianran's house was sold by her best friend . She wants her house back but ends up ""co-inhabiting"" with superstar Jin Zeyi. They're forced into ""marriage"" and live together. A series of funny stories happened",https://m.media-amazon.com/images/M/MV5BNmZlYmU5YjAtY2I5Zi00OGY1LWI2ZGEtOTIxNDYxYTI1ZmI4XkEyXkFqcGdeQXVyMTA2NDA4NjU5._V1_SX300.jpg,4.0/10
tt12761064,Murf the Surf,2023-,tvSeries,"Roxy Ditto, Ivy Votolato, Natalie Oliver",,"New York's most infamous jewel thief, Jack Roland Murphy, aka ""Murf the Surf.""",https://m.media-amazon.com/images/M/MV5BODYzZGIwNGUtOGI2MC00N2IyLTlkMzgtZjU5NWQ0ZTRlMGUxXkEyXkFqcGdeQXVyMzc4NjA0Mzc@._V1_SX300.jpg,
tt12295114,To Catch a Beautician,2020,tvSeries,"Tamar Braxton, Johnny Wright, Milah Dee",,"To help clients confront the beautician who damaged their hair; Wright then puts the stylists through a ""hair boot camp"" before giving them the chance to redeem themselves by redoing their disgruntled clients' hair.",https://m.media-amazon.com/images/M/MV5BNTAyZWNiMDYtN2UxZC00NDY3LWFhYzAtNDA3MGM1ZTdjNjg3XkEyXkFqcGdeQXVyMTY2Nzk0NDY@._V1_SX300.jpg,
tt11660986,Kod genetyczny,2020-,tvSeries,"Karolina Gruszka, Maciej Musialowski, Julia Kijowska",,"""The Genetic Code"" is a story of blood ties subjected to the most difficult test. Two men, one woman, crime and forbidden passion. How far can you go to stand up for your loved ones?",https://m.media-amazon.com/images/M/MV5BNjVjZjhlNmYtM2U4OS00NGI5LWEwNzQtMjU3ODNiMDE5ZDM1XkEyXkFqcGdeQXVyMTEwMTY3NDI@._V1_SX300.jpg,6.8/10
tt12992278,Swiss and Lali Hijack Hollywood,2020-,tvSeries,"Aparna Brielle, Kristin Couture, Aaron Cavette",,"Swiss and Lali Hijack Hollywood follows two young L.A. slackers who take over Hollywood by becoming accidental con artists, all so they can give up ""the hustle"" and retire at their dream beach house in Malibu.",https://m.media-amazon.com/images/M/MV5BZTI2ZWI3MzctM2VjMy00MGQ2LWFiYjgtM2RkYWMyMTliZTFjXkEyXkFqcGdeQXVyMjUyOTUzOTg@._V1_SX300.jpg,6.9/10
tt13429128,Gyouretsu no megami: Râmen saiyuuki,2020,tvSeries,"Yuina Kuroshima, Maryjun Takahashi, Kenjirô Ishimaru",,"Tatsumi Serizawa is the owner of a popular and thriving ramen shop. She also runs ""Seiryuu Planning"", a food consulting company that specializes in ramen. Yutori Shiomi is a rookie when it comes to ramen. After angering Aya Natsuk...",https://m.media-amazon.com/images/M/MV5BNjM2NWI0MGEtNWI4MS00YjllLWFhM2YtMmM5NjExODVlNTIxXkEyXkFqcGdeQXVyNjE4OTY3NTg@._V1_SX300.jpg,
tt12993188,Nurabi the Virgin,2020-,tvSeries,Heikrujam Mangalleima Chanu,,"Seven women who faced different harassment which made them to think to end there life, but they accidentally possess the power of the seven deities who are known as ""HELOI"" sisters and changes what was happening to them before.",https://m.media-amazon.com/images/M/MV5BNjEwNTRiZDEtODYzNi00ZGNkLTk1MjAtOGY0Y2VjYzhmZWIxXkEyXkFqcGdeQXVyMTIzNjc5Nzcy._V1_SX300.jpg,
tt14060970,Sam Sanit... Krit Tak Pong,2014-2015,tvSeries,"Krit Sripoomseth, Bawriboon Chanreuang, Kapol Thongplub",,"The 3 best friends, Krit Sripoomseth, Bawriboon Chanreuang, and Kapol Thongplub, host together in the funniest variety show the world has ever seen - ""Sam Sanit - Krit, Tak, Pong"".",https://m.media-amazon.com/images/M/MV5BMmEzNjljZWEtYjA3Yy00MzczLTk2NGMtMzJkNjdmNDU5Y2RjXkEyXkFqcGdeQXVyMTI5MzcyMDY4._V1_SX300.jpg,
tt13561478,Power Trip: the Story of Energy,2020-,tvSeries,"Bryan Burrough, Ernest Moniz, Kate Williams",,"Power Trip: The Story of Energy"" uncovers the hidden energy that is embedded in our modern way of life, revealed as the underlying force behind our water, food, wealth, cities, transportation and war. Filmed around the world, the ...",https://m.media-amazon.com/images/M/MV5BNWQ4OWRhMGItYWQwNi00NWE0LTkyOTEtMTAzZTFhNzE1NmY4XkEyXkFqcGdeQXVyMTQzNTA0Mw@@._V1_SX300.jpg,
tt11662454,Pan-Poly,2019-2020,tvSeries,"Alec James, Jon Young, Selina Ringel, Mei Pak",,,https://m.media-amazon.com/images/M/MV5BNjkxOGY1NGItZDkyZC00NTE4LTgwODUtYTFjZWY3NjA2OTFmXkEyXkFqcGdeQXVyODgwMzA4Njk@._V1_SX300.jpg,87%
tt14061134,Weeknight Show,2014-2015,tvSeries,"Teerapat Jiraworajinda, Benjapol Cheuyaroon, Alizabeth Sadler Leenanuchai",,"One of the first inspirational talk-show of Workpoint Entertainment, hosted by ""Benjapol Cheuyaroon"" and ""Alizabeth Sadler"".",https://m.media-amazon.com/images/M/MV5BZjU2NTVhYjUtOWI3Ny00ZmEzLThjNWItYzc0OWQ2YjUzYjJkXkEyXkFqcGdeQXVyMTI5MzcyMDY4._V1_SX300.jpg,4.6/10
tt13561758,Blind Wave: The Expanse Reaction,2020-2022,tvSeries,"Eric Whiteley, Calvin Grubb, Aaron Elliott",,"A web series by the channel ""Blind Wave"", who discuss and react to the show ""The Expanse""",https://m.media-amazon.com/images/M/MV5BYmVlOWM1MWYtMGYwYS00MmY1LWE1OTMtZmEyYTQxODk2ODEwXkEyXkFqcGdeQXVyMTExMTAxNjA2._V1_SX300.jpg,9.2/10
tt11662972,Blind Wave: Prison Break Reaction,2017,tvSeries,"Eric Whiteley, Aaron Elliott, Shane Farley",,"A web series by the channel ""Blind Wave"", who discuss and react to the show ""Prison Break""",https://m.media-amazon.com/images/M/MV5BZDVmNWQ0MWUtNjFjNy00MjkxLWFiNzItYWZjNTMxOTIzMGJiXkEyXkFqcGdeQXVyMTExMTAxNjA2._V1_SX300.jpg,8.4/10
tt12996012,Prime Rewind: Inside the Boys,2020,tvSeries,"Aisha Tyler, Jack Quaid, Erin Moriarty",,"A talk show about Season 2 of the Amazon Original Series ""The Boys,"" hosted by Aisha Tyler and featuring the creators and cast from the series, including Karl Urban (Butcher), Jack Quaid (Hughie), Antony Starr (Homelander), Erin M...",https://m.media-amazon.com/images/M/MV5BMzNmNzgwZDEtYzVjYi00Njc3LTlmNDItYmQ2YWRmM2NlZDRlXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_SX300.jpg,8.2/10
tt12762118,Good with Wood,2021-,tvSeries,Mel Giedroyc,,"Woodworkers will be tasked with crafting beautiful and ambitious builds to exacting briefs, ramping up to a ""big build.""",https://m.media-amazon.com/images/M/MV5BY2E4MWY3MWYtOTU2Zi00Yzg2LWEwMDgtNGJmZDM3Mzc5NWFmXkEyXkFqcGdeQXVyMTQyMDYzMzgx._V1_SX300.jpg,
tt14061506,The Giving,2010-2017,tvSeries,"Natapol Liyavanija, Panadda Wongphudee, Chonlada Mekratree",,"The inspirational talk-show that will take you to the ""Real Happiness"", which happens when you ""Give"".",https://m.media-amazon.com/images/M/MV5BNTUyY2U3MzItODQzZS00NjYyLTgyMTAtOGNiMWU5YzBhZmU0XkEyXkFqcGdeQXVyMTI5MzcyMDY4._V1_SX300.jpg,
tt1299729,Delocated,2009-2013,tvSeries,"Jon Glaser, Eugene Mirman, Jacob Kogan",,"A man who's in the witness protection program creates a TV reality show about his situation. He has to wear a black ski mask all the time, but other than that he and his family try to live a ""normal"" life in front of the camera.",https://m.media-amazon.com/images/M/MV5BMjE1Njc1ODA0M15BMl5BanBnXkFtZTcwMzAzNjQ0NA@@._V1_SX300.jpg,
tt1173669,Celebracadabra,2008-,tvSeries,"C. Thomas Howell, Hal Sparks, Kimberly Wyatt",,"Celebrities learn how to perform professional magic tricks in an attempt to become the ""Best Celebrity Magician"".",https://m.media-amazon.com/images/M/MV5BMjM2NTU5NDEzOF5BMl5BanBnXkFtZTgwNDg5MjcwMzE@._V1_SX300.jpg,
tt13035122,Um Sábado Qualquer,2014-,tvSeries,Silvo Matos,,"Through a light humor, the author explores the comic side of existence, from the very moment that God experiences ""creating the world"". The situations become more and more complicated with ...",,7.5/10
tt13351056,Kageki Shojo!!,2021-,tvSeries,"Kayleigh McKee, Kestin Howard, Keith Silverstein",,"Founded in the Taisho era, the ""Red Flower Opera Company"" attracts people's hearts across generations on a beautiful and gorgeous stage created only by unmarried women. The 100th generation students who have passed through a high ...",https://m.media-amazon.com/images/M/MV5BNGYwMjViY2QtOGRhOC00MGQ1LTgwMjQtY2MxY2UwOWY5YjY3XkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_SX300.jpg,5.6/10
tt11664204,The Pyjama Diaries,2019-,tvSeries,"Amy Barnes, Ben Keenan",,"The Pyjama Diaries is a scripted, short form comedy series that introduces Paul and Fiona, a couple in their early thirties and their pre-sleep rituals; the idiosyncratic, private ...",https://m.media-amazon.com/images/M/MV5BYTJhMzI4MWEtNDBjNi00YTFhLTgyN2MtOTc1OWMxOTQ4NWMzXkEyXkFqcGdeQXVyNjkxNDExMjk@._V1_SX300.jpg,44%
tt12998760,The Igorro Show,2020-,tvSeries,Mark Pinckney,,"A hosted horror movie show with Mark Pinckney as ""Igorro"", presenting movies since 23 May 2020 - available on Youtube.",https://m.media-amazon.com/images/M/MV5BOWJhZWNmNjAtNDU1Yi00ODVlLTljODktZDAwNTFiYTg0MTY3XkEyXkFqcGdeQXVyMzI2MDEwNA@@._V1_SX300.jpg,
tt11526658,Blind Wave: Doom Patrol Reaction,2019-,tvSeries,"Eric Whiteley, Aaron Elliott, Richard Martin",,"A web series by the channel ""Blind Wave"", who discuss and react to the show ""Doom Patrol""",https://m.media-amazon.com/images/M/MV5BNWFhMjIzNzItNzE0MS00NzBhLWIzMjEtZjhkNjRkZmQ3MDJhXkEyXkFqcGdeQXVyMTExMTAxNjA2._V1_SX300.jpg,2.7/10
tt1322245,Wreckreation Nation with Dave Mordal,2009-,tvSeries,"Dave Mordal, Mike Buse",,"Dave Mordal travels America to discover the activities of questionable wisdom Americans call ""fun"".",https://m.media-amazon.com/images/M/MV5BMjIwNzU5ODY5OV5BMl5BanBnXkFtZTcwMDUwNDY3Mg@@._V1_SX300.jpg,
tt1166669,Pinks All Outtakes,2008-,tvSeries,,,"Coming from the success of ""Pinks All Out"" This new series goes behind the scenes of the tournament race events and helps to enlighten us on what a ""phenomenon"" the ""Pinks"" series has ...",https://m.media-amazon.com/images/M/MV5BMDY1Nzg4MWYtNzEzZi00NjJkLWE0NjEtMGUwMDY2MjQ0M2IzXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,5.1/10
tt12999564,Staying Scared,2018-,tvSeries,"Thomas Scopel, Paula Scopel",,"Thomas Scopel, a published short horror writer, demented dollhouse builder and collector of oddities, created ""Professor Willie Shivers"" and the ""Staying Scared"" show to fulfill an inner quest of becoming a horror host himself.",https://m.media-amazon.com/images/M/MV5BNDhiNjFkOGEtMDAwZi00NjA2LThjYzItZTVmZjNmZmExYjEyXkEyXkFqcGdeQXVyMzI2MDEwNA@@._V1_SX300.jpg,
tt11668720,Confessions of the Creative Soul,2019-,tvSeries,Stephanie Lynn Wilson,,"Provocative conversation with artistes; ""creatives who ARE their art"". It is an homage to the Beatnik Era, the Avantgarde, and Bohemia, when creativity once flowed throughout NYC. Artsy shenanigans airs alternate Sundays at 11pm ET.",https://m.media-amazon.com/images/M/MV5BYmFjYWQ2MTMtN2U0Ni00MmE2LWEwZTctMmY0YTBlNzg1OGE3XkEyXkFqcGdeQXVyMjA5OTAwOTA@._V1_SX300.jpg,5.7/10
tt14061728,Today,2015,tvSeries,"Yutthana Boonaom, Panisara Arayaskul, Warawut Poyim, Chonlanat Koaykul",,"One31's variety-talk-show, ""Today"", presents you the new Talks of the Town every morning.",https://m.media-amazon.com/images/M/MV5BMTlhNzNjODUtMDRjNS00NjAwLWEyNzAtM2IxMDllYjliNGJiXkEyXkFqcGdeQXVyMTI5MzcyMDY4._V1_SX300.jpg,
tt1266001,Crime and Punishment,2008-,tvSeries,Tony Robinson,,"This series explores the evolution of law and the ""rights of man"" in Great Britain: from Chieftains, to Feudal Lords, to the Divine Right of Kings, to a modern independent judiciary in which no one--not even Monarchs are above the...",https://m.media-amazon.com/images/M/MV5BNmU4MDhhODAtZmNmYy00YzNjLWFhNjMtM2ZiMjVlZmIyMjA3XkEyXkFqcGdeQXVyNjgyOTA5MTI@._V1_SX300.jpg,
tt11668912,Blind Wave: Sword Art Online Abridged Reaction,2015-2016,tvSeries,"Aaron Elliott, Calvin Grubb, Eric Whiteley",,"A web series by the channel ""Blind Wave"", who discuss and react to the show ""Sword Art Online Abridged""",https://m.media-amazon.com/images/M/MV5BZTZlMDI3ODAtY2JmOC00OTM2LThkYTgtMGFkYWRhN2M1MjY4XkEyXkFqcGdeQXVyMTExMTAxNjA2._V1_SX300.jpg,5.4/10
tt1342980,Overkill,2008-,tvSeries,"Tom Arnold, Brendan Brandt, Allison Munn, Suanne Spoke",,"It is time for death row inmate Henry ""The Overkiller"" Graham to meet his fate. But is it the electric chair...or something far worse? The Overkiller - the most gruesome, over-the-top, ...",,7.7/10
tt13351446,Spirit Rangers,2022-,tvSeries,"Esther Mbire, Brody Bett, Sky Lakota-Lynch",,"Follows Native American sibling trio Kodiak, Summer and Eddy Skycedar, who have a shared secret-they're ""Spirit Rangers!""",https://m.media-amazon.com/images/M/MV5BYjliNDU4ZDctMmU5ZS00ZDE3LWJmNzgtNmEyZjFmZjNjZGU4XkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_SX300.jpg,
tt12555434,Blind Wave: Swamp Thing Reaction,2020,tvSeries,"Eric Whiteley, Calvin Grubb, Aaron Elliott",,"A web series by the channel ""Blind Wave"", who discuss and react to the show ""Swamp Thing""",https://m.media-amazon.com/images/M/MV5BYThmNWY3OGMtY2JkZS00ODhjLWEzMDYtNzlhNDg0MTAwYTQxXkEyXkFqcGdeQXVyMTExMTAxNjA2._V1_SX300.jpg,
tt14157254,Darfer Verse Remake,2020-,tvSeries,"Mikolaj Cebula, Marceli Izienicki, Robert Izienicki, Julian Lancucki",,"Philip Wright finds recordings that his friend Marceli gave him. It turns out that they are from a movie ""Hello Slender"" and TV-Series ""Anty Creepypasta"". After some time he decides to upload them on YouTube.",,
tt12555610,Blind Wave: Fate Reaction,2020-2021,tvSeries,"Calvin Grubb, Aaron Elliott, Eric Whiteley",,"A web series by the channel ""Blind Wave"", who discuss and react to the ""Fate"" series including ""Fate/Zero"" and ""Fate/stay night: Unlimited Blade Works"".",https://m.media-amazon.com/images/M/MV5BNjY0YmI5NDctYWJmMC00MmQ4LWI0OTYtOWM0MWI4MzFkZTM3XkEyXkFqcGdeQXVyNjU1OTg4OTM@._V1_SX300.jpg,
tt12297878,Space Stuff with Daniel Danielson,2020-,tvSeries,Timothy Portnoy,,"Narrator Daniel Danielson and producer Neil Broman battle for creative control in this ""tongue-in-cheek"" documentary series on outer space.",https://m.media-amazon.com/images/M/MV5BYzA4ZDM2NjUtMzgxOS00NzM1LWFkZWItNjc1YjJkNzA1YjhkXkEyXkFqcGdeQXVyNjUzOTYxNDI@._V1_SX300.jpg,8.1/10
tt13765230,Sangre Negra... Black Blood,2021-,tvSeries,"Antonio McKay, Danny Arroyo, Ricardo Herranz",,"Set in Los Angeles, ""Sangre Negra"" aka ""Black Blood' is the cross-generational saga of the wealthy Santos family. It blends the style of classic TV series like ""Dallas"", The Sopranos"" and ""Dynasty"", with the contemporary Latin fee...",https://m.media-amazon.com/images/M/MV5BNGNjZDFjNTQtNWRmOS00NzU2LWJkMzctYjE0NjhkNGI5NjUyXkEyXkFqcGdeQXVyMDE4MzM4NQ@@._V1_SX300.jpg,6.5/10
tt11669528,Pushback,2020-,tvSeries,"Paul Finck, Ari Taub, Stephen Gardner",,"Ray Bradbury, the science fiction writer, once said, ""First you jump off the cliff and you build your wings on the way down."" Every entrepreneur has had to start from nowhere in order to get to somewhere. It's not for the faint at...",https://m.media-amazon.com/images/M/MV5BZDUxNzIwYjctZDM0Mi00NjA0LWJlMGUtOGU0YjI2N2RhNzZiXkEyXkFqcGdeQXVyMTI0MjYwODIx._V1_SX300.jpg,7.3/10
tt13003828,Top 10 Central Dark,2020-,tvSeries,"Lucy McPhee, Keegan Hughes, Raechel Fisher",,"""If Darkness Falls We All Fall"" Join hosts Lucy McPhee and Keegan Hughes as they react to the scariest things on the internet and follow through with challenges only the brave can",https://m.media-amazon.com/images/M/MV5BOWNjNWVhNmUtNTE5OC00OTIxLWI4Y2QtNTFjODk5NWJkYTdhXkEyXkFqcGdeQXVyNzExMzc0MDg@._V1_SX300.jpg,
tt1395435,The Hills: Fashion Wrap-Up,2008-,tvSeries,"Kate Easton, Jessica Luza",,"Provides fashion commentary for the outfits worn by all the key players during Season 4 of the hit MTV show ""The Hills.""",,
tt13851952,The Aquatope on White Sand,2021-,tvSeries,"Miku Itou, Rikako Aida, Shimba Tsuchiya",,"The anime takes place at Gama Gama Aquarium, a small aquarium in Okinawa, an hour's bus ride from Naha. Kukuru Misakino is an 18-year-old high school student who works there, and she knows about the ""secret"" of the aquarium: somet...",https://m.media-amazon.com/images/M/MV5BYzAyNTFhOGEtMmUzZi00YTFlLWE0NDEtMGY5MTA3NzVkNTVjXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_SX300.jpg,7.9/10
tt13851958,Vivy: Fluorite Eye's Song,2021,tvSeries,"Atsumi Tanezaki, Jun Fukuyama, Cristina Valenzuela",,"The female looking and first autonomous AI named Diva is created for one mission to make everyone happy by singing. Shortly Diva is confronted by an unknown ""program"" from the future with objective to make Diva join him and destro...",https://m.media-amazon.com/images/M/MV5BZjMwOWJmNDQtNWRkMC00ODhjLTgyMGEtYzI0MjU3ZjBlNTUzXkEyXkFqcGdeQXVyODMyNTM0MjM@._V1_SX300.jpg,6.4/10
tt13003878,Only Swallows,2006-,tvSeries,"James Brossman, Valentina Banks, Teddi Barrett",,,,10.0/10
tt11673308,Blind Wave: The Haunting Reaction,2019-2020,tvSeries,"Aaron Elliott, Melanie Elliott",,"A web series by the channel ""Blind Wave"", who discuss and react to the show ""The Haunting of Hill House""",https://m.media-amazon.com/images/M/MV5BM2I2Yjc4ZmEtYTYyZC00YTg4LWJjODMtOThhZTRkMzc2NjdmXkEyXkFqcGdeQXVyMTExMTAxNjA2._V1_SX300.jpg,
tt13222624,Sistaz,2013,tvSeries,"Stephanie Coker, Eleni Stavro, Jojo Stavro",,,,10.0/10
tt13161710,Perfect and Casual,2020,tvSeries,"Zheming Wei, Ruohan Xu, Yunfan Dai",,"The story revolves around cold and icy ""male god"" professor Zhang Sinian and the calm and sunny Yun Shu.",https://m.media-amazon.com/images/M/MV5BMWI5OGUxMTYtN2YxMi00NDRkLTgyMmUtYjhhMjc5MjdiZmZhXkEyXkFqcGdeQXVyOTE4NzcwNzI@._V1_SX300.jpg,
tt14061938,Prank You Very Much,2020-,tvSeries,"Pip Rasmussen, Clare Cavanagh, Tom Golding",,"Host Pip Rasmussen and her team of A-Grade prankers are bringing back the pranks. Each episode, Pip teams up with young Aussies to launch a super-scale thank you surprise for someone special in their lives.",https://m.media-amazon.com/images/M/MV5BMTE2ODMyOGMtOTBlOC00NzdjLTk0ZjktOWM2NjI0MzRkNTU2XkEyXkFqcGdeQXVyMjU2MTYxOTI@._V1_SX300.jpg,100%
tt13852306,Zaago's Midnight Hour Horror Extravaganza,2017-,tvSeries,"Jacob Aaron, Austin Stoner, Ryan Houston",,"""Zaagos Midnight Hour Horror Extravaganza"" is a hosted horror movie show with Jacob Aaron as ""Zaago"" and Austin Stoner as ""Henry"".",https://m.media-amazon.com/images/M/MV5BYzNjZGM3NjAtY2UyYy00ZWJkLWIzOTMtN2NhNDlkZWE4YTA5XkEyXkFqcGdeQXVyMzI2MDEwNA@@._V1_SX300.jpg,4.9/10
tt14158788,The Charlotte Ferris Show,2010-2016,tvSeries,"Charlotte Ferris, Martin Groff, Robyn Moore, Peter Groff",,"""The Charlotte Ferris Show"" is a web sitcom with short episodes, each about 5 minutes long, aside from occasional 10 minute specials. The show follows the main character Charlotte who moved...",https://m.media-amazon.com/images/M/MV5BOTAzYzZlM2YtODdiMC00MzcyLWE4ZWQtNTljMzQyOGYxNDc4XkEyXkFqcGdeQXVyMjExMDE1MzQ@._V1_SX300.jpg,7.9/10
tt12182904,Once Again,2020,tvSeries,"Lee Min-Jung, Ho-jin Chun, Hwa-yeon Cha",,"""Once Again"" is a story about love and family based on the Song Family, who never have a peaceful day.",https://m.media-amazon.com/images/M/MV5BNzY0NjI2ZjUtODU5OS00OTFlLWIyMTYtNDc3ZWZlMTY3ZmZmXkEyXkFqcGdeQXVyMTE3MDM4MzE3._V1_SX300.jpg,3.9/10
tt1229845,Battleground Earth: Ludacris vs. Tommy Lee,2008-,tvSeries,"Ludacris, Tommy Lee, Nina Bergman",,"Rock god Tommy Lee and superstar rapper Chris ""Ludacris"" Bridges go head to head to save our troubled planet.",https://m.media-amazon.com/images/M/MV5BYzcwNTQwZTYtMjQwNC00Nzg5LTk1NDUtYjQ2NDQwYjk2ZmUzXkEyXkFqcGdeQXVyMTAzNTY3NTk1._V1_SX300.jpg,
